Date,day_of_week,is_weekend,festival,aqi,temperature_c,accident_count,patient_count,bed_count,advisory,most_required_med_category,staff_required_total,staff_required_details,Antibiotic,Analgesic,Antipyretic,Respiratory,Cardiovascular,Diabetes,Gastrointestinal,Anti-allergic,ORS,PPE
2022-11-14,0,0,None,212,26,18,292,282,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",58,82,33,34,6,15,25,7,12,272
2022-11-15,1,0,None,245,26,24,256,284,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",58,57,27,33,5,6,17,4,11,234
2022-11-16,2,0,None,159,26,15,278,296,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",67,69,31,32,15,9,12,7,22,241
2022-11-17,3,0,None,219,26,22,200,261,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",42,48,22,19,7,8,14,7,13,166
2022-11-18,4,0,None,285,26,21,206,235,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",38,71,19,22,8,7,14,10,10,170
2022-11-19,5,1,None,115,25,21,229,227,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",59,70,24,31,6,9,14,5,13,193
2022-11-20,6,1,None,205,24,34,238,242,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",56,92,31,30,3,11,13,3,15,217
2022-11-21,0,0,None,258,24,17,246,245,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",52,69,33,33,13,11,7,5,13,189
2022-11-22,1,0,None,208,24,22,305,275,Air Quality Alert: masks recommended; increase respiratory stock,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",61,85,26,36,8,9,26,7,8,248
2022-11-23,2,0,None,317,26,15,319,301,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",60,81,46,55,7,8,16,7,16,279
2022-11-24,3,0,None,339,26,11,199,294,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",39,45,18,31,1,11,9,7,11,188
2022-11-25,4,0,None,195,26,23,268,277,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",46,79,40,33,9,7,14,7,17,232
2022-11-26,5,1,None,220,27,27,353,283,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,76,"{""nurses"":45,""doctors"":18,""support"":13}",72,108,47,33,11,17,16,7,18,324
2022-11-27,6,1,None,101,26,22,206,294,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",51,48,29,22,8,10,11,6,14,166
2022-11-28,0,0,None,202,25,18,275,288,Air Quality Alert: masks recommended; increase respiratory stock,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",57,63,36,23,11,10,17,8,18,201
2022-11-29,1,0,None,280,24,24,235,250,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",58,74,24,35,7,3,13,3,12,200
2022-11-30,2,0,None,233,26,24,252,265,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",50,58,35,32,10,10,10,7,10,210
2022-12-01,3,0,None,192,26,31,291,275,Normal,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",53,84,46,35,6,12,16,5,16,258
2022-12-02,4,0,None,111,25,19,266,282,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",66,84,32,23,7,11,14,7,20,243
2022-12-03,5,1,None,114,25,16,231,284,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",45,63,22,27,2,7,16,8,14,186
2022-12-04,6,1,None,299,27,20,260,271,Air Quality Alert: masks recommended; increase respiratory stock,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",52,64,31,49,9,12,10,5,8,197
2022-12-05,0,0,None,165,27,24,250,260,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",49,81,30,32,7,11,24,7,11,191
2022-12-06,1,0,None,307,27,19,275,274,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",55,67,33,39,12,9,19,6,8,255
2022-12-07,2,0,None,200,27,22,243,274,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",60,64,28,25,7,11,14,6,9,198
2022-12-08,3,0,None,127,26,15,347,311,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,74,"{""nurses"":44,""doctors"":18,""support"":12}",74,83,32,28,9,18,17,5,23,272
2022-12-09,4,0,None,189,25,9,285,303,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",68,70,33,50,13,7,19,7,18,233
2022-12-10,5,1,None,192,24,13,281,325,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",42,67,38,32,8,12,19,8,12,235
2022-12-11,6,1,None,111,25,20,211,281,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",39,49,28,19,4,10,5,3,12,173
2022-12-12,0,0,None,563,27,15,442,334,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,93,"{""nurses"":56,""doctors"":23,""support"":14}",108,110,48,94,7,12,20,8,17,374
2022-12-13,1,0,None,609,28,17,414,380,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,87,"{""nurses"":52,""doctors"":21,""support"":14}",63,106,47,84,5,16,31,6,18,335
2022-12-14,2,0,None,393,28,22,401,448,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,86,"{""nurses"":51,""doctors"":21,""support"":14}",81,108,55,62,6,14,28,5,24,323
2022-12-15,3,0,None,162,27,21,288,389,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",53,76,32,29,10,12,17,9,16,229
2022-12-16,4,0,None,331,28,24,247,324,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",65,73,34,36,7,9,13,8,10,223
2022-12-17,5,1,None,198,28,23,284,290,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",65,76,32,31,6,16,16,8,18,229
2022-12-18,6,1,None,255,28,16,249,282,Air Quality Alert: masks recommended; increase respiratory stock,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",51,62,28,32,10,7,9,10,11,217
2022-12-19,0,0,None,60,27,19,278,287,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",58,69,30,33,6,17,16,5,10,224
2022-12-20,1,0,None,160,26,26,332,298,Normal,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",60,80,40,40,9,27,20,3,16,283
2022-12-21,2,0,None,139,25,28,235,294,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",48,82,35,31,6,9,14,4,8,208
2022-12-22,3,0,None,292,25,25,363,328,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,78,"{""nurses"":46,""doctors"":19,""support"":13}",69,90,35,58,17,11,21,4,21,318
2022-12-23,4,0,None,262,24,15,336,330,Air Quality Alert: masks recommended; increase respiratory stock,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",81,81,41,50,12,9,10,8,25,293
2022-12-24,5,1,None,134,23,27,305,349,Normal,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",70,87,34,32,10,14,21,8,14,256
2022-12-25,6,1,Christmas,181,22,25,304,330,Normal,PPE,66,"{""nurses"":38,""doctors"":16,""support"":12}",70,73,43,42,8,7,23,4,14,271
2022-12-26,0,0,None,362,22,17,284,318,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",51,63,38,37,11,10,16,6,12,242
2022-12-27,1,0,None,206,23,22,308,323,Air Quality Alert: masks recommended; increase respiratory stock,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",79,77,39,34,13,11,18,5,15,254
2022-12-28,2,0,None,94,24,13,227,297,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",48,51,29,34,9,10,20,3,12,185
2022-12-29,3,0,None,221,24,21,212,264,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",58,56,28,26,5,8,10,6,10,178
2022-12-30,4,0,None,211,24,18,306,258,Air Quality Alert: masks recommended; increase respiratory stock,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",77,90,39,55,12,17,14,3,14,257
2022-12-31,5,1,None,181,24,26,283,282,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",64,75,49,24,7,9,19,4,19,258
2023-01-01,6,1,None,225,22,33,202,282,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",44,70,20,31,11,13,4,4,5,165
2023-01-02,0,0,None,149,23,17,205,244,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",48,60,27,17,12,13,10,5,14,178
2023-01-03,1,0,None,152,23,26,218,229,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",57,70,25,29,6,6,17,4,18,199
2023-01-04,2,0,None,60,23,23,152,206,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",44,56,21,20,1,6,12,5,9,127
2023-01-05,3,0,None,268,24,24,255,224,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",40,80,29,39,9,10,7,5,8,220
2023-01-06,4,0,None,359,26,22,343,271,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,73,"{""nurses"":43,""doctors"":18,""support"":12}",76,71,33,59,11,10,26,5,19,295
2023-01-07,5,1,None,320,26,23,303,313,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,66,"{""nurses"":38,""doctors"":16,""support"":12}",54,90,40,39,9,8,16,6,14,236
2023-01-08,6,1,None,221,26,19,245,322,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",39,59,29,27,9,8,16,8,16,205
2023-01-09,0,0,None,179,24,11,254,277,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",42,58,34,32,4,9,11,2,8,197
2023-01-10,1,0,None,246,24,24,196,248,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",44,50,22,17,7,9,14,3,12,185
2023-01-11,2,0,None,166,23,18,232,246,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",57,62,32,20,9,8,6,5,16,183
2023-01-12,3,0,None,171,22,21,218,228,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",64,62,30,26,7,7,9,3,15,184
2023-01-13,4,0,None,309,22,22,213,239,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",50,73,27,37,9,6,13,3,14,168
2023-01-14,5,1,None,478,21,27,382,288,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,81,"{""nurses"":48,""doctors"":20,""support"":13}",81,120,43,61,15,11,14,9,24,273
2023-01-15,6,1,None,288,20,17,214,279,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",48,62,28,31,5,7,10,2,12,192
2023-01-16,0,0,None,60,20,17,232,287,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",54,62,24,20,3,10,9,3,7,170
2023-01-17,1,0,None,142,21,19,202,226,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",52,68,18,30,7,11,10,4,9,155
2023-01-18,2,0,None,304,22,19,233,231,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",53,61,22,35,8,6,15,11,11,186
2023-01-19,3,0,None,212,22,21,201,218,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",36,64,22,17,11,2,13,4,5,181
2023-01-20,4,0,None,435,22,31,272,257,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",70,73,26,38,9,9,9,5,10,239
2023-01-21,5,1,None,165,22,18,248,263,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",65,59,30,25,11,9,11,5,13,203
2023-01-22,6,1,None,205,22,19,262,275,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",52,70,28,23,5,4,25,10,12,223
2023-01-23,0,0,None,161,21,11,161,236,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",46,44,20,17,5,8,3,0,5,162
2023-01-24,1,0,None,241,21,18,249,240,Air Quality Alert: masks recommended; increase respiratory stock,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",60,48,27,35,10,10,12,4,14,213
2023-01-25,2,0,None,216,21,29,174,215,Air Quality Alert: masks recommended; increase respiratory stock,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",44,64,22,21,5,9,18,4,4,176
2023-01-26,3,0,RepublicDay,142,22,16,222,232,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",50,57,24,25,8,7,11,1,13,175
2023-01-27,4,0,None,85,25,21,214,216,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",35,73,23,22,11,15,8,7,13,182
2023-01-28,5,1,None,123,24,28,180,215,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",45,58,25,17,1,11,11,5,9,174
2023-01-29,6,1,None,484,23,28,273,238,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",51,74,35,47,4,14,16,6,12,249
2023-01-30,0,0,None,154,24,21,202,236,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",42,54,30,20,8,13,6,3,9,173
2023-01-31,1,0,None,60,25,25,188,232,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",54,70,27,19,5,6,10,6,12,166
2023-02-01,2,0,None,109,27,22,198,205,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",48,62,26,20,8,6,10,1,9,197
2023-02-02,3,0,None,283,27,24,251,218,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",58,89,34,37,7,15,21,6,13,233
2023-02-03,4,0,None,124,26,15,205,233,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",55,56,17,26,5,15,13,8,14,158
2023-02-04,5,1,None,293,25,28,263,251,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",49,80,38,42,9,8,15,6,14,239
2023-02-05,6,1,None,70,24,21,201,235,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",46,75,32,18,3,9,11,9,14,176
2023-02-06,0,0,None,403,24,13,227,251,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",33,52,22,39,2,6,9,3,13,165
2023-02-07,1,0,None,260,24,16,217,233,Air Quality Alert: masks recommended; increase respiratory stock,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",53,65,37,30,3,5,13,1,9,190
2023-02-08,2,0,None,133,24,21,163,219,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",35,63,15,14,11,8,10,8,11,149
2023-02-09,3,0,None,269,26,27,245,214,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",60,74,35,41,7,14,20,9,15,231
2023-02-10,4,0,None,120,25,24,224,227,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",53,78,34,24,1,8,16,5,13,186
2023-02-11,5,1,None,151,24,24,215,241,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",45,72,27,28,8,9,6,3,9,199
2023-02-12,6,1,None,317,26,27,185,214,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",42,52,18,30,4,7,11,5,12,183
2023-02-13,0,0,None,211,27,22,187,211,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",43,57,17,21,7,6,5,2,9,158
2023-02-14,1,0,None,249,26,15,235,209,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",48,62,29,33,13,10,13,9,6,179
2023-02-15,2,0,None,361,25,25,176,206,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",39,72,29,30,4,5,16,4,6,157
2023-02-16,3,0,None,259,27,20,162,200,Air Quality Alert: masks recommended; increase respiratory stock,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",30,57,21,18,4,4,12,4,6,142
2023-02-17,4,0,None,137,28,20,139,175,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",33,34,18,17,6,9,6,2,9,132
2023-02-18,5,1,None,144,27,25,227,189,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",56,60,17,22,6,10,12,5,13,184
2023-02-19,6,1,None,154,26,16,238,222,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",42,42,26,28,4,14,9,2,16,208
2023-02-20,0,0,None,157,26,22,214,245,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",38,46,32,20,5,11,14,2,9,192
2023-02-21,1,0,None,149,26,22,197,229,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",38,45,15,26,7,9,17,2,6,191
2023-02-22,2,0,None,263,25,23,215,215,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",51,58,26,29,8,8,12,5,10,196
2023-02-23,3,0,None,161,26,16,181,212,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",45,39,32,21,6,7,11,5,15,147
2023-02-24,4,0,None,293,27,23,176,211,Air Quality Alert: masks recommended; increase respiratory stock,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",44,70,28,26,8,4,10,2,9,165
2023-02-25,5,1,None,132,27,28,184,185,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",37,54,16,21,4,5,17,1,9,175
2023-02-26,6,1,None,257,27,24,191,188,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",41,73,23,24,3,7,8,3,8,205
2023-02-27,0,0,None,111,27,19,137,180,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",44,37,25,19,5,3,8,2,8,128
2023-02-28,1,0,None,239,26,36,237,194,Air Quality Alert: masks recommended; increase respiratory stock,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",49,91,27,33,11,8,17,5,8,197
2023-03-01,2,0,None,125,26,17,191,193,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",32,56,29,28,5,9,12,4,13,178
2023-03-02,3,0,None,117,28,23,228,230,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",64,66,27,14,6,10,12,5,8,166
2023-03-03,4,0,None,170,28,26,199,225,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",47,63,26,23,5,14,14,6,9,175
2023-03-04,5,1,None,221,28,15,261,237,Air Quality Alert: masks recommended; increase respiratory stock,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",47,80,22,32,3,20,22,3,15,216
2023-03-05,6,1,None,114,29,19,222,239,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",47,54,21,25,10,12,13,5,13,160
2023-03-06,0,0,None,76,30,23,250,261,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",60,59,27,22,7,11,9,8,11,216
2023-03-07,1,0,None,215,29,27,265,260,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",60,79,44,28,6,6,12,7,18,217
2023-03-08,2,0,None,121,28,24,276,273,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",66,90,32,28,7,11,19,8,18,266
2023-03-09,3,0,None,188,29,21,255,284,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",65,56,30,35,6,11,8,10,13,207
2023-03-10,4,0,None,155,29,26,205,261,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",40,74,30,30,3,5,9,5,11,189
2023-03-11,5,1,None,163,29,19,207,236,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",51,53,28,26,5,9,11,3,9,174
2023-03-12,6,1,None,198,29,29,227,230,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",53,81,25,34,7,9,12,5,8,203
2023-03-13,0,0,None,195,29,21,241,241,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",61,60,20,27,12,10,16,5,10,207
2023-03-14,1,0,Holi,49,29,26,222,237,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",56,62,23,23,4,7,11,3,10,182
2023-03-15,2,0,Holi,157,29,28,298,268,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,64,"{""nurses"":38,""doctors"":15,""support"":11}",51,104,41,42,11,9,18,5,17,275
2023-03-16,3,0,None,95,27,20,195,259,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",52,50,26,17,5,9,11,2,8,156
2023-03-17,4,0,None,168,27,16,211,254,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",41,63,18,19,3,9,13,2,11,180
2023-03-18,5,1,None,92,27,27,205,218,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",53,73,27,13,5,4,10,3,5,190
2023-03-19,6,1,None,135,26,31,230,227,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",61,79,27,29,6,7,11,6,12,204
2023-03-20,0,0,None,92,26,14,237,244,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",71,62,25,25,8,7,15,5,12,216
2023-03-21,1,0,None,131,26,20,235,246,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",54,65,30,31,6,11,17,3,12,218
2023-03-22,2,0,None,54,26,19,234,248,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",45,67,38,33,6,10,14,5,14,233
2023-03-23,3,0,None,155,26,21,231,245,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",64,73,20,23,8,8,15,3,12,197
2023-03-24,4,0,None,137,26,17,228,247,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",41,56,31,24,4,9,12,2,13,187
2023-03-25,5,1,None,174,25,15,180,225,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",36,60,18,16,8,9,14,4,7,160
2023-03-26,6,1,None,94,25,15,220,226,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",48,52,30,18,14,3,9,3,10,197
2023-03-27,0,0,None,133,26,12,226,217,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",52,64,27,34,10,7,12,1,7,203
2023-03-28,1,0,None,152,26,22,223,243,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",40,65,25,23,3,11,13,5,10,219
2023-03-29,2,0,None,130,26,21,254,247,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",68,58,35,30,11,7,12,10,12,211
2023-03-30,3,0,None,148,26,27,185,229,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",40,60,20,13,5,5,8,7,10,178
2023-03-31,4,0,None,135,26,17,214,230,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",31,67,29,12,10,15,9,2,14,203
2023-04-01,5,1,None,134,26,16,298,254,Normal,PPE,64,"{""nurses"":38,""doctors"":15,""support"":11}",45,85,26,32,9,7,12,4,9,253
2023-04-02,6,1,None,86,26,24,207,253,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",52,60,25,19,4,11,17,3,6,189
2023-04-03,0,0,None,218,26,22,299,284,Air Quality Alert: masks recommended; increase respiratory stock,PPE,64,"{""nurses"":38,""doctors"":15,""support"":11}",56,83,34,41,6,11,18,5,24,256
2023-04-04,1,0,None,96,27,19,288,274,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",60,82,35,25,9,10,20,2,21,234
2023-04-05,2,0,None,143,27,27,229,289,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",51,82,30,19,10,10,18,9,12,196
2023-04-06,3,0,None,42,28,18,246,275,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",61,56,28,17,7,13,13,1,10,229
2023-04-07,4,0,None,186,30,18,195,234,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",46,53,16,25,7,6,25,1,7,173
2023-04-08,5,1,None,119,30,29,287,258,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",59,74,36,22,9,13,12,8,15,243
2023-04-09,6,1,None,199,30,20,213,248,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",39,61,24,31,3,7,19,4,12,162
2023-04-10,0,0,None,89,30,22,185,239,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",42,53,18,17,3,6,9,7,9,140
2023-04-11,1,0,None,100,30,23,221,218,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",32,60,27,13,8,11,10,5,5,160
2023-04-12,2,0,None,129,31,18,242,232,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",48,69,29,37,5,11,18,11,13,208
2023-04-13,3,0,None,111,31,15,219,242,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",43,53,26,24,6,7,16,6,11,208
2023-04-14,4,0,None,209,30,17,284,270,Air Quality Alert: masks recommended; increase respiratory stock,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",54,71,35,26,8,8,26,7,16,245
2023-04-15,5,1,None,113,29,23,242,259,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",41,79,25,23,15,9,14,2,12,216
2023-04-16,6,1,None,152,29,20,209,254,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",46,51,16,25,13,10,12,3,19,187
2023-04-17,0,0,None,137,29,21,277,258,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",73,83,35,26,5,12,16,8,13,242
2023-04-18,1,0,None,155,32,19,274,273,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",55,50,38,25,9,10,21,5,8,204
2023-04-19,2,0,None,98,32,11,184,254,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",36,48,11,10,4,12,8,5,11,160
